ProcessID,OrderID,DateKey,Department,ProcessStep,PlannedDuration_hrs,ActualDuration_hrs,DelayReason,Status,Priority,AssignedTo,StartDateTime,EndDateTime
PRC-0451,ORD-10054,20240228,Order Processing,Order Verification,2,2.0,,Completed,High,Team Bravo,2024-02-28 08:00,2024-02-28 10:00
PRC-0452,ORD-10054,20240228,Warehouse,Pick & Pack,5,4.4,,Completed,High,Team Foxtrot,2024-02-28 10:30,2024-02-28 14:54
PRC-0453,ORD-10054,20240228,Quality Control,Inspection,2,1.9,,Completed,Medium,Team Bravo,2024-02-28 15:24,2024-02-28 17:18
PRC-0454,ORD-10054,20240228,Shipping,Dispatch,3,2.9,,Completed,Critical,Team Foxtrot,2024-02-28 17:48,2024-02-28 20:42
PRC-0455,ORD-10303,20230619,Order Processing,Order Verification,2,2.1,,Completed,High,Team Golf,2023-06-19 08:00,2023-06-19 10:06
PRC-0456,ORD-10303,20230619,Warehouse,Pick & Pack,5,5.2,,Completed,High,Team Bravo,2023-06-19 10:36,2023-06-19 15:48
PRC-0457,ORD-10303,20230619,Quality Control,Inspection,2,2.9,Inventory Mismatch,Completed,Critical,Team Hotel,2023-06-19 16:18,2023-06-19 19:12
PRC-0458,ORD-10303,20230619,Shipping,Dispatch,3,4.4,Complex Requirements,Completed,Medium,Team Hotel,2023-06-19 19:42,2023-06-20 00:06
PRC-0459,ORD-10863,20240611,Order Processing,Order Verification,2,2.1,,Completed,High,Team Bravo,2024-06-11 08:00,2024-06-11 10:06
PRC-0460,ORD-10863,20240611,Warehouse,Pick & Pack,5,4.1,,Completed,High,Team Golf,2024-06-11 10:36,2024-06-11 14:42
PRC-0461,ORD-10863,20240611,Quality Control,Inspection,2,1.9,,Completed,High,Team Charlie,2024-06-11 15:12,2024-06-11 17:06
PRC-0462,ORD-10863,20240611,Shipping,Dispatch,3,2.5,,Completed,Critical,Team Golf,2024-06-11 17:36,2024-06-11 20:06
PRC-0463,ORD-10751,20250820,Order Processing,Order Verification,2,1.8,,Completed,High,Team Hotel,2025-08-20 08:00,2025-08-20 09:48
PRC-0464,ORD-10751,20250820,Service Delivery,Engagement Setup,8,12.8,Volume Processing,Completed,High,Team Hotel,2025-08-20 10:18,2025-08-20 23:06
PRC-0465,ORD-10751,20250820,Service Delivery,Execution,16,15.9,,Completed,High,Team Alpha,2025-08-20 23:36,2025-08-21 15:30
PRC-0466,ORD-10652,20230602,Order Processing,Order Verification,2,1.6,,Completed,Critical,Team Echo,2023-06-02 08:00,2023-06-02 09:36
PRC-0467,ORD-10652,20230602,Warehouse,Pick & Pack,5,4.9,,Completed,High,Team Charlie,2023-06-02 10:06,2023-06-02 15:00
PRC-0468,ORD-10652,20230602,Quality Control,Inspection,2,2.0,,Completed,High,Team Alpha,2023-06-02 15:30,2023-06-02 17:30
PRC-0469,ORD-10652,20230602,Shipping,Dispatch,3,2.7,,Completed,High,Team Alpha,2023-06-02 18:00,2023-06-02 20:42
PRC-0470,ORD-10740,20251105,Order Processing,Order Verification,1,1.0,,Completed,High,Team Charlie,2025-11-05 08:00,2025-11-05 09:00
PRC-0471,ORD-10740,20251105,Fulfillment,License Provisioning,2,1.9,,Completed,Low,Team Delta,2025-11-05 09:30,2025-11-05 11:24
PRC-0472,ORD-10713,20250924,Order Processing,Order Verification,2,3.9,Inventory Mismatch,Completed,High,Team Bravo,2025-09-24 08:00,2025-09-24 11:54
PRC-0473,ORD-10713,20250924,Warehouse,Pick & Pack,5,4.6,,Completed,High,Team Alpha,2025-09-24 12:24,2025-09-24 17:00
PRC-0474,ORD-10713,20250924,Quality Control,Inspection,2,2.9,Quality Issue Found,Completed,Medium,Team Echo,2025-09-24 17:30,2025-09-24 20:24
PRC-0475,ORD-10713,20250924,Shipping,Dispatch,3,3.9,Complex Requirements,Completed,Critical,Team Golf,2025-09-24 20:54,2025-09-25 00:48
PRC-0476,ORD-11409,20250220,Order Processing,Order Verification,2,1.8,,Completed,Critical,Team Alpha,2025-02-20 08:00,2025-02-20 09:48
PRC-0477,ORD-11409,20250220,Service Delivery,Engagement Setup,8,13.1,Volume Processing,Completed,High,Team Golf,2025-02-20 10:18,2025-02-20 23:24
PRC-0478,ORD-11409,20250220,Service Delivery,Execution,16,15.6,,Completed,Critical,Team Echo,2025-02-20 23:54,2025-02-21 15:30
PRC-0479,ORD-10092,20251229,Order Processing,Order Verification,2,3.8,Quality Issue Found,Completed,Critical,Team Golf,2025-12-29 08:00,2025-12-29 11:48
PRC-0480,ORD-10092,20251229,Service Delivery,Engagement Setup,8,7.2,,Completed,High,Team Echo,2025-12-29 12:18,2025-12-29 19:30
PRC-0481,ORD-10092,20251229,Service Delivery,Execution,16,13.6,,Completed,High,Team Echo,2025-12-29 20:00,2025-12-30 09:36
PRC-0482,ORD-11087,20230405,Order Processing,Order Verification,2,1.9,,Completed,High,Team Hotel,2023-04-05 08:00,2023-04-05 09:54
PRC-0483,ORD-11087,20230405,Warehouse,Pick & Pack,5,8.6,Carrier Delay,Completed,High,Team Bravo,2023-04-05 10:24,2023-04-05 19:00
PRC-0484,ORD-11087,20230405,Quality Control,Inspection,2,3.6,Carrier Delay,Completed,Medium,Team Foxtrot,2023-04-05 19:30,2023-04-05 23:06
PRC-0485,ORD-11087,20230405,Shipping,Dispatch,3,5.3,Vendor Delay,Completed,High,Team Golf,2023-04-05 23:36,2023-04-06 04:54
PRC-0486,ORD-10182,20230712,Order Processing,Order Verification,2,2.7,Volume Processing,Completed,High,Team Bravo,2023-07-12 08:00,2023-07-12 10:42
PRC-0487,ORD-10182,20230712,Service Delivery,Engagement Setup,8,8.2,,Completed,Medium,Team Bravo,2023-07-12 11:12,2023-07-12 19:24
PRC-0488,ORD-10182,20230712,Service Delivery,Execution,16,14.8,,Completed,Medium,Team Alpha,2023-07-12 19:54,2023-07-13 10:42
PRC-0489,ORD-11310,20250730,Order Processing,Order Verification,1,0.8,,Completed,Medium,Team Golf,2025-07-30 08:00,2025-07-30 08:48
PRC-0490,ORD-11310,20250730,Fulfillment,License Provisioning,2,3.6,Documentation Missing,Completed,Medium,Team Golf,2025-07-30 09:18,2025-07-30 12:54
PRC-0491,ORD-10724,20250408,Order Processing,Order Verification,2,1.8,,Completed,Medium,Team Alpha,2025-04-08 08:00,2025-04-08 09:48
PRC-0492,ORD-10724,20250408,Warehouse,Pick & Pack,5,4.6,,Completed,Critical,Team Delta,2025-04-08 10:18,2025-04-08 14:54
PRC-0493,ORD-10724,20250408,Quality Control,Inspection,2,1.6,,Completed,Low,Team Charlie,2025-04-08 15:24,2025-04-08 17:00
PRC-0494,ORD-10724,20250408,Shipping,Dispatch,3,5.9,System Downtime,Completed,High,Team Delta,2025-04-08 17:30,2025-04-08 23:24
PRC-0495,ORD-11240,20251120,Order Processing,Order Verification,2,1.6,,Completed,High,Team Echo,2025-11-20 08:00,2025-11-20 09:36
PRC-0496,ORD-11240,20251120,Warehouse,Pick & Pack,5,4.3,,Completed,High,Team Foxtrot,2025-11-20 10:06,2025-11-20 14:24
PRC-0497,ORD-11240,20251120,Quality Control,Inspection,2,1.8,,Completed,Critical,Team Bravo,2025-11-20 14:54,2025-11-20 16:42
PRC-0498,ORD-11240,20251120,Shipping,Dispatch,3,2.9,,Completed,High,Team Charlie,2025-11-20 17:12,2025-11-20 20:06
PRC-0499,ORD-11405,20231116,Order Processing,Order Verification,2,3.9,Staff Shortage,Completed,Medium,Team Bravo,2023-11-16 08:00,2023-11-16 11:54
PRC-0500,ORD-11405,20231116,Warehouse,Pick & Pack,5,4.7,,Completed,High,Team Charlie,2023-11-16 12:24,2023-11-16 17:06
PRC-0501,ORD-11405,20231116,Quality Control,Inspection,2,1.8,,Completed,Low,Team Bravo,2023-11-16 17:36,2023-11-16 19:24
PRC-0502,ORD-11405,20231116,Shipping,Dispatch,3,2.4,,Completed,Low,Team Alpha,2023-11-16 19:54,2023-11-16 22:18
PRC-0503,ORD-10287,20250415,Order Processing,Order Verification,1,1.0,,Completed,Medium,Team Delta,2025-04-15 08:00,2025-04-15 09:00
PRC-0504,ORD-10287,20250415,Fulfillment,License Provisioning,2,1.6,,Completed,High,Team Alpha,2025-04-15 09:30,2025-04-15 11:06
PRC-0505,ORD-10846,20230814,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Golf,2023-08-14 08:00,2023-08-14 09:00
PRC-0506,ORD-10846,20230814,Fulfillment,License Provisioning,2,3.3,Weather Delay,Completed,Critical,Team Delta,2023-08-14 09:30,2023-08-14 12:48
PRC-0507,ORD-11049,20250624,Order Processing,Order Verification,1,1.0,,Completed,High,Team Hotel,2025-06-24 08:00,2025-06-24 09:00
PRC-0508,ORD-11049,20250624,Fulfillment,License Provisioning,2,2.0,,Completed,High,Team Foxtrot,2025-06-24 09:30,2025-06-24 11:30
PRC-0509,ORD-10506,20250314,Order Processing,Order Verification,1,1.4,Quality Issue Found,Completed,Medium,Team Golf,2025-03-14 08:00,2025-03-14 09:24
PRC-0510,ORD-10506,20250314,Fulfillment,License Provisioning,2,2.0,,Completed,High,Team Alpha,2025-03-14 09:54,2025-03-14 11:54
PRC-0511,ORD-11265,20230801,Order Processing,Order Verification,2,1.7,,Completed,Low,Team Golf,2023-08-01 08:00,2023-08-01 09:42
PRC-0512,ORD-11265,20230801,Warehouse,Pick & Pack,5,4.7,,Completed,Medium,Team Golf,2023-08-01 10:12,2023-08-01 14:54
PRC-0513,ORD-11265,20230801,Quality Control,Inspection,2,3.3,Inventory Mismatch,Completed,Critical,Team Golf,2023-08-01 15:24,2023-08-01 18:42
PRC-0514,ORD-11265,20230801,Shipping,Dispatch,3,2.7,,Completed,High,Team Golf,2023-08-01 19:12,2023-08-01 21:54
PRC-0515,ORD-11475,20231214,Order Processing,Order Verification,1,0.9,,Completed,High,Team Charlie,2023-12-14 08:00,2023-12-14 08:54
PRC-0516,ORD-11475,20231214,Fulfillment,License Provisioning,2,1.7,,Completed,Medium,Team Delta,2023-12-14 09:24,2023-12-14 11:06
PRC-0517,ORD-10742,20230825,Order Processing,Order Verification,2,2.1,,Completed,High,Team Foxtrot,2023-08-25 08:00,2023-08-25 10:06
PRC-0518,ORD-10742,20230825,Warehouse,Pick & Pack,5,4.7,,Completed,High,Team Golf,2023-08-25 10:36,2023-08-25 15:18
PRC-0519,ORD-10742,20230825,Quality Control,Inspection,2,1.8,,Completed,High,Team Hotel,2023-08-25 15:48,2023-08-25 17:36
PRC-0520,ORD-10742,20230825,Shipping,Dispatch,3,5.1,Equipment Malfunction,Completed,Critical,Team Golf,2023-08-25 18:06,2023-08-25 23:12
PRC-0521,ORD-11365,20251016,Order Processing,Order Verification,2,2.6,Integration Issues,Completed,Critical,Team Golf,2025-10-16 08:00,2025-10-16 10:36
PRC-0522,ORD-11365,20251016,Warehouse,Pick & Pack,5,4.5,,Completed,Critical,Team Alpha,2025-10-16 11:06,2025-10-16 15:36
PRC-0523,ORD-11365,20251016,Quality Control,Inspection,2,1.8,,Completed,High,Team Echo,2025-10-16 16:06,2025-10-16 17:54
PRC-0524,ORD-11365,20251016,Shipping,Dispatch,3,2.9,,Completed,High,Team Golf,2025-10-16 18:24,2025-10-16 21:18
PRC-0525,ORD-10819,20251029,Order Processing,Order Verification,1,1.0,,Completed,Medium,Team Foxtrot,2025-10-29 08:00,2025-10-29 09:00
PRC-0526,ORD-10819,20251029,Fulfillment,License Provisioning,2,2.0,,Completed,Medium,Team Hotel,2025-10-29 09:30,2025-10-29 11:30
PRC-0527,ORD-10780,20230111,Order Processing,Order Verification,2,3.9,Volume Processing,Completed,High,Team Alpha,2023-01-11 08:00,2023-01-11 11:54
PRC-0528,ORD-10780,20230111,Service Delivery,Engagement Setup,8,8.0,,Completed,Medium,Team Alpha,2023-01-11 12:24,2023-01-11 20:24
PRC-0529,ORD-10780,20230111,Service Delivery,Execution,16,16.3,,Completed,High,Team Bravo,2023-01-11 20:54,2023-01-12 13:12
PRC-0530,ORD-11387,20250228,Order Processing,Order Verification,1,1.9,Inventory Mismatch,Completed,High,Team Delta,2025-02-28 08:00,2025-02-28 09:54
PRC-0531,ORD-11387,20250228,Fulfillment,License Provisioning,2,2.3,Volume Processing,Completed,Critical,Team Hotel,2025-02-28 10:24,2025-02-28 12:42
PRC-0532,ORD-11104,20231114,Order Processing,Order Verification,2,2.0,,Completed,High,Team Bravo,2023-11-14 08:00,2023-11-14 10:00
PRC-0533,ORD-11104,20231114,Service Delivery,Engagement Setup,8,6.7,,Completed,Critical,Team Charlie,2023-11-14 10:30,2023-11-14 17:12
PRC-0534,ORD-11104,20231114,Service Delivery,Execution,16,14.9,,Completed,High,Team Charlie,2023-11-14 17:42,2023-11-15 08:36
PRC-0535,ORD-10166,20230704,Order Processing,Order Verification,2,1.9,,Completed,High,Team Echo,2023-07-04 08:00,2023-07-04 09:54
PRC-0536,ORD-10166,20230704,Service Delivery,Engagement Setup,8,8.2,,Completed,Critical,Team Charlie,2023-07-04 10:24,2023-07-04 18:36
PRC-0537,ORD-10166,20230704,Service Delivery,Execution,16,13.2,,Completed,Low,Team Golf,2023-07-04 19:06,2023-07-05 08:18
PRC-0538,ORD-10946,20230420,Order Processing,Order Verification,2,1.8,,Completed,High,Team Foxtrot,2023-04-20 08:00,2023-04-20 09:48
PRC-0539,ORD-10946,20230420,Service Delivery,Engagement Setup,8,7.6,,Completed,Medium,Team Alpha,2023-04-20 10:18,2023-04-20 17:54
PRC-0540,ORD-10946,20230420,Service Delivery,Execution,16,16.6,,Completed,High,Team Foxtrot,2023-04-20 18:24,2023-04-21 11:00
PRC-0541,ORD-11092,20230102,Order Processing,Order Verification,2,2.0,,Completed,Medium,Team Charlie,2023-01-02 08:00,2023-01-02 10:00
PRC-0542,ORD-11092,20230102,Service Delivery,Engagement Setup,8,7.8,,Completed,Critical,Team Bravo,2023-01-02 10:30,2023-01-02 18:18
PRC-0543,ORD-11092,20230102,Service Delivery,Execution,16,16.0,,Completed,High,Team Foxtrot,2023-01-02 18:48,2023-01-03 10:48
PRC-0544,ORD-10347,20230823,Order Processing,Order Verification,1,1.8,Documentation Missing,Completed,Medium,Team Hotel,2023-08-23 08:00,2023-08-23 09:48
PRC-0545,ORD-10347,20230823,Fulfillment,License Provisioning,2,3.8,Approval Pending,Completed,Critical,Team Foxtrot,2023-08-23 10:18,2023-08-23 14:06
PRC-0546,ORD-10498,20230711,Order Processing,Order Verification,2,1.7,,Completed,High,Team Alpha,2023-07-11 08:00,2023-07-11 09:42
PRC-0547,ORD-10498,20230711,Warehouse,Pick & Pack,5,5.1,,Completed,Medium,Team Delta,2023-07-11 10:12,2023-07-11 15:18
PRC-0548,ORD-10498,20230711,Quality Control,Inspection,2,1.7,,Completed,Critical,Team Foxtrot,2023-07-11 15:48,2023-07-11 17:30
PRC-0549,ORD-10498,20230711,Shipping,Dispatch,3,5.3,Documentation Missing,Completed,High,Team Bravo,2023-07-11 18:00,2023-07-11 23:18
PRC-0550,ORD-10038,20250422,Order Processing,Order Verification,2,2.3,Volume Processing,Completed,Low,Team Alpha,2025-04-22 08:00,2025-04-22 10:18
PRC-0551,ORD-10038,20250422,Warehouse,Pick & Pack,5,6.4,Weather Delay,Completed,High,Team Alpha,2025-04-22 10:48,2025-04-22 17:12
PRC-0552,ORD-10038,20250422,Quality Control,Inspection,2,1.7,,Completed,High,Team Foxtrot,2025-04-22 17:42,2025-04-22 19:24
PRC-0553,ORD-10038,20250422,Shipping,Dispatch,3,3.0,,Completed,High,Team Golf,2025-04-22 19:54,2025-04-22 22:54
PRC-0554,ORD-11330,20230601,Order Processing,Order Verification,1,0.8,,Completed,High,Team Echo,2023-06-01 08:00,2023-06-01 08:48
PRC-0555,ORD-11330,20230601,Fulfillment,License Provisioning,2,1.8,,Completed,High,Team Hotel,2023-06-01 09:18,2023-06-01 11:06
PRC-0556,ORD-11151,20240126,Order Processing,Order Verification,2,1.6,,Completed,High,Team Foxtrot,2024-01-26 08:00,2024-01-26 09:36
PRC-0557,ORD-11151,20240126,Warehouse,Pick & Pack,5,5.1,,Completed,Low,Team Charlie,2024-01-26 10:06,2024-01-26 15:12
PRC-0558,ORD-11151,20240126,Quality Control,Inspection,2,1.7,,Completed,Medium,Team Foxtrot,2024-01-26 15:42,2024-01-26 17:24
PRC-0559,ORD-11151,20240126,Shipping,Dispatch,3,4.8,Inventory Mismatch,Completed,High,Team Bravo,2024-01-26 17:54,2024-01-26 22:42
PRC-0560,ORD-10552,20231116,Order Processing,Order Verification,2,2.2,Documentation Missing,Completed,High,Team Bravo,2023-11-16 08:00,2023-11-16 10:12
PRC-0561,ORD-10552,20231116,Service Delivery,Engagement Setup,8,13.3,Weather Delay,Completed,High,Team Foxtrot,2023-11-16 10:42,2023-11-17 00:00
PRC-0562,ORD-10552,20231116,Service Delivery,Execution,16,13.2,,Completed,Medium,Team Charlie,2023-11-17 00:30,2023-11-17 13:42
PRC-0563,ORD-10805,20230608,Order Processing,Order Verification,2,3.5,Carrier Delay,Completed,Medium,Team Bravo,2023-06-08 08:00,2023-06-08 11:30
PRC-0564,ORD-10805,20230608,Service Delivery,Engagement Setup,8,14.5,Inventory Mismatch,Completed,Medium,Team Bravo,2023-06-08 12:00,2023-06-09 02:30
PRC-0565,ORD-10805,20230608,Service Delivery,Execution,16,15.3,,Completed,Medium,Team Delta,2023-06-09 03:00,2023-06-09 18:18
PRC-0566,ORD-10590,20250206,Order Processing,Order Verification,1,0.9,,Completed,High,Team Hotel,2025-02-06 08:00,2025-02-06 08:54
PRC-0567,ORD-10590,20250206,Fulfillment,License Provisioning,2,3.4,Staff Shortage,Completed,High,Team Alpha,2025-02-06 09:24,2025-02-06 12:48
PRC-0568,ORD-10839,20230210,Order Processing,Order Verification,2,4.0,Equipment Malfunction,Completed,Medium,Team Delta,2023-02-10 08:00,2023-02-10 12:00
PRC-0569,ORD-10839,20230210,Warehouse,Pick & Pack,5,4.9,,Completed,Medium,Team Charlie,2023-02-10 12:30,2023-02-10 17:24
PRC-0570,ORD-10839,20230210,Quality Control,Inspection,2,2.0,,Completed,Medium,Team Golf,2023-02-10 17:54,2023-02-10 19:54
PRC-0571,ORD-10839,20230210,Shipping,Dispatch,3,2.8,,Completed,High,Team Echo,2023-02-10 20:24,2023-02-10 23:12
PRC-0572,ORD-10513,20250401,Order Processing,Order Verification,1,1.3,Complex Requirements,Completed,High,Team Alpha,2025-04-01 08:00,2025-04-01 09:18
PRC-0573,ORD-10513,20250401,Fulfillment,License Provisioning,2,2.1,,Completed,High,Team Charlie,2025-04-01 09:48,2025-04-01 11:54
PRC-0574,ORD-10605,20241217,Order Processing,Order Verification,1,1.2,Complex Requirements,Completed,Critical,Team Alpha,2024-12-17 08:00,2024-12-17 09:12
PRC-0575,ORD-10605,20241217,Fulfillment,License Provisioning,2,2.0,,Completed,Medium,Team Hotel,2024-12-17 09:42,2024-12-17 11:42
PRC-0576,ORD-10567,20251226,Order Processing,Order Verification,1,1.8,Carrier Delay,Completed,High,Team Foxtrot,2025-12-26 08:00,2025-12-26 09:48
PRC-0577,ORD-10567,20251226,Fulfillment,License Provisioning,2,1.9,,Completed,Critical,Team Echo,2025-12-26 10:18,2025-12-26 12:12
PRC-0578,ORD-11057,20230328,Order Processing,Order Verification,1,0.9,,Completed,High,Team Hotel,2023-03-28 08:00,2023-03-28 08:54
PRC-0579,ORD-11057,20230328,Fulfillment,License Provisioning,2,1.8,,Completed,High,Team Delta,2023-03-28 09:24,2023-03-28 11:12
PRC-0580,ORD-10494,20230712,Order Processing,Order Verification,2,2.5,Quality Issue Found,Completed,High,Team Hotel,2023-07-12 08:00,2023-07-12 10:30
PRC-0581,ORD-10494,20230712,Warehouse,Pick & Pack,5,4.4,,Completed,High,Team Golf,2023-07-12 11:00,2023-07-12 15:24
PRC-0582,ORD-10494,20230712,Quality Control,Inspection,2,2.0,,Completed,High,Team Charlie,2023-07-12 15:54,2023-07-12 17:54
PRC-0583,ORD-10494,20230712,Shipping,Dispatch,3,2.7,,Completed,Critical,Team Charlie,2023-07-12 18:24,2023-07-12 21:06
PRC-0584,ORD-10535,20240418,Order Processing,Order Verification,2,1.8,,Completed,Critical,Team Charlie,2024-04-18 08:00,2024-04-18 09:48
PRC-0585,ORD-10535,20240418,Warehouse,Pick & Pack,5,4.0,,Completed,High,Team Charlie,2024-04-18 10:18,2024-04-18 14:18
PRC-0586,ORD-10535,20240418,Quality Control,Inspection,2,3.9,Inventory Mismatch,Completed,Medium,Team Golf,2024-04-18 14:48,2024-04-18 18:42
PRC-0587,ORD-10535,20240418,Shipping,Dispatch,3,2.6,,Completed,Medium,Team Hotel,2024-04-18 19:12,2024-04-18 21:48
PRC-0588,ORD-10020,20241011,Order Processing,Order Verification,2,1.8,,Completed,Critical,Team Echo,2024-10-11 08:00,2024-10-11 09:48
PRC-0589,ORD-10020,20241011,Warehouse,Pick & Pack,5,7.7,Quality Issue Found,Completed,High,Team Golf,2024-10-11 10:18,2024-10-11 18:00
PRC-0590,ORD-10020,20241011,Quality Control,Inspection,2,1.7,,Completed,Critical,Team Alpha,2024-10-11 18:30,2024-10-11 20:12
PRC-0591,ORD-10020,20241011,Shipping,Dispatch,3,2.5,,Completed,Critical,Team Hotel,2024-10-11 20:42,2024-10-11 23:12
PRC-0592,ORD-11287,20250225,Order Processing,Order Verification,2,1.7,,Completed,High,Team Hotel,2025-02-25 08:00,2025-02-25 09:42
PRC-0593,ORD-11287,20250225,Warehouse,Pick & Pack,5,4.5,,Completed,Low,Team Echo,2025-02-25 10:12,2025-02-25 14:42
PRC-0594,ORD-11287,20250225,Quality Control,Inspection,2,1.8,,Completed,High,Team Golf,2025-02-25 15:12,2025-02-25 17:00
PRC-0595,ORD-11287,20250225,Shipping,Dispatch,3,2.8,,Completed,High,Team Foxtrot,2025-02-25 17:30,2025-02-25 20:18
PRC-0596,ORD-11228,20231011,Order Processing,Order Verification,2,2.0,,Completed,Critical,Team Foxtrot,2023-10-11 08:00,2023-10-11 10:00
PRC-0597,ORD-11228,20231011,Service Delivery,Engagement Setup,8,7.3,,Completed,Low,Team Foxtrot,2023-10-11 10:30,2023-10-11 17:48
PRC-0598,ORD-11228,20231011,Service Delivery,Execution,16,13.6,,Completed,High,Team Delta,2023-10-11 18:18,2023-10-12 07:54
PRC-0599,ORD-10370,20240109,Order Processing,Order Verification,2,2.1,,Completed,High,Team Hotel,2024-01-09 08:00,2024-01-09 10:06
PRC-0600,ORD-10370,20240109,Service Delivery,Engagement Setup,8,7.5,,Completed,High,Team Foxtrot,2024-01-09 10:36,2024-01-09 18:06
PRC-0601,ORD-10370,20240109,Service Delivery,Execution,16,16.4,,Completed,Critical,Team Delta,2024-01-09 18:36,2024-01-10 11:00
PRC-0602,ORD-10526,20250605,Order Processing,Order Verification,2,1.9,,Completed,Critical,Team Delta,2025-06-05 08:00,2025-06-05 09:54
PRC-0603,ORD-10526,20250605,Warehouse,Pick & Pack,5,4.6,,Completed,Low,Team Bravo,2025-06-05 10:24,2025-06-05 15:00
PRC-0604,ORD-10526,20250605,Quality Control,Inspection,2,1.7,,Completed,High,Team Hotel,2025-06-05 15:30,2025-06-05 17:12
PRC-0605,ORD-10526,20250605,Shipping,Dispatch,3,3.1,,Completed,Critical,Team Echo,2025-06-05 17:42,2025-06-05 20:48
PRC-0606,ORD-10206,20240214,Order Processing,Order Verification,1,1.5,Inventory Mismatch,Completed,High,Team Echo,2024-02-14 08:00,2024-02-14 09:30
PRC-0607,ORD-10206,20240214,Fulfillment,License Provisioning,2,1.8,,Completed,High,Team Hotel,2024-02-14 10:00,2024-02-14 11:48
PRC-0608,ORD-10279,20241211,Order Processing,Order Verification,2,3.3,Complex Requirements,Completed,High,Team Hotel,2024-12-11 08:00,2024-12-11 11:18
PRC-0609,ORD-10279,20241211,Warehouse,Pick & Pack,5,5.0,,Completed,Critical,Team Hotel,2024-12-11 11:48,2024-12-11 16:48
PRC-0610,ORD-10279,20241211,Quality Control,Inspection,2,1.9,,Completed,High,Team Delta,2024-12-11 17:18,2024-12-11 19:12
PRC-0611,ORD-10279,20241211,Shipping,Dispatch,3,2.8,,Completed,Medium,Team Alpha,2024-12-11 19:42,2024-12-11 22:30
PRC-0612,ORD-10383,20251121,Order Processing,Order Verification,2,1.7,,Completed,High,Team Echo,2025-11-21 08:00,2025-11-21 09:42
PRC-0613,ORD-10383,20251121,Warehouse,Pick & Pack,5,7.2,Quality Issue Found,Completed,Critical,Team Alpha,2025-11-21 10:12,2025-11-21 17:24
PRC-0614,ORD-10383,20251121,Quality Control,Inspection,2,2.6,Equipment Malfunction,Completed,Low,Team Golf,2025-11-21 17:54,2025-11-21 20:30
PRC-0615,ORD-10383,20251121,Shipping,Dispatch,3,4.6,System Downtime,Completed,High,Team Golf,2025-11-21 21:00,2025-11-22 01:36
PRC-0616,ORD-10889,20241204,Order Processing,Order Verification,2,1.9,,Completed,High,Team Bravo,2024-12-04 08:00,2024-12-04 09:54
PRC-0617,ORD-10889,20241204,Service Delivery,Engagement Setup,8,7.3,,Completed,Medium,Team Hotel,2024-12-04 10:24,2024-12-04 17:42
PRC-0618,ORD-10889,20241204,Service Delivery,Execution,16,26.0,Complex Requirements,Completed,Critical,Team Bravo,2024-12-04 18:12,2024-12-05 20:12
PRC-0619,ORD-11376,20230815,Order Processing,Order Verification,2,2.8,Weather Delay,Completed,High,Team Foxtrot,2023-08-15 08:00,2023-08-15 10:48
PRC-0620,ORD-11376,20230815,Warehouse,Pick & Pack,5,4.5,,Completed,Low,Team Golf,2023-08-15 11:18,2023-08-15 15:48
PRC-0621,ORD-11376,20230815,Quality Control,Inspection,2,1.8,,Completed,High,Team Alpha,2023-08-15 16:18,2023-08-15 18:06
PRC-0622,ORD-11376,20230815,Shipping,Dispatch,3,2.6,,Completed,High,Team Alpha,2023-08-15 18:36,2023-08-15 21:12
PRC-0623,ORD-10853,20230203,Order Processing,Order Verification,1,0.8,,Completed,High,Team Charlie,2023-02-03 08:00,2023-02-03 08:48
PRC-0624,ORD-10853,20230203,Fulfillment,License Provisioning,2,2.1,,Completed,Medium,Team Bravo,2023-02-03 09:18,2023-02-03 11:24
PRC-0625,ORD-10947,20231013,Order Processing,Order Verification,2,2.1,,Completed,Medium,Team Foxtrot,2023-10-13 08:00,2023-10-13 10:06
PRC-0626,ORD-10947,20231013,Service Delivery,Engagement Setup,8,7.1,,Completed,High,Team Bravo,2023-10-13 10:36,2023-10-13 17:42
PRC-0627,ORD-10947,20231013,Service Delivery,Execution,16,15.0,,Completed,High,Team Golf,2023-10-13 18:12,2023-10-14 09:12
PRC-0628,ORD-10272,20230809,Order Processing,Order Verification,1,0.9,,Completed,Medium,Team Delta,2023-08-09 08:00,2023-08-09 08:54
PRC-0629,ORD-10272,20230809,Fulfillment,License Provisioning,2,1.7,,Completed,Critical,Team Echo,2023-08-09 09:24,2023-08-09 11:06
PRC-0630,ORD-10409,20240116,Order Processing,Order Verification,1,1.2,Vendor Delay,Completed,High,Team Alpha,2024-01-16 08:00,2024-01-16 09:12
PRC-0631,ORD-10409,20240116,Fulfillment,License Provisioning,2,1.9,,Completed,High,Team Alpha,2024-01-16 09:42,2024-01-16 11:36
PRC-0632,ORD-11175,20230920,Order Processing,Order Verification,2,2.6,System Downtime,Completed,Critical,Team Charlie,2023-09-20 08:00,2023-09-20 10:36
PRC-0633,ORD-11175,20230920,Service Delivery,Engagement Setup,8,7.0,,Completed,High,Team Golf,2023-09-20 11:06,2023-09-20 18:06
PRC-0634,ORD-11175,20230920,Service Delivery,Execution,16,28.6,Weather Delay,Completed,Low,Team Golf,2023-09-20 18:36,2023-09-21 23:12
PRC-0635,ORD-10794,20250408,Order Processing,Order Verification,2,1.6,,Completed,High,Team Delta,2025-04-08 08:00,2025-04-08 09:36
