OrderID,DateKey,CustomerID,ProductID,RegionID,Quantity,UnitPrice,Discount,TotalAmount,COGS,Profit,PaymentMethod,OrderStatus,SalesChannel
ORD-10498,20230711,C009,P014,R002,5,1650,0.1,7425.0,4750,2675.0,ACH,Completed,Partner
ORD-10182,20230712,C057,P009,R001,6,3800,0,22800,9000,13800,Check,Completed,Direct Sales
ORD-10494,20230712,C032,P001,R004,1,6800,0.1,6120.0,4200,1920.0,Purchase Order,Completed,Online
ORD-10697,20230713,C028,P030,R001,2,8000,0.12,14080.0,7000,7080.0,ACH,Shipped,Direct Sales
ORD-10378,20230717,C027,P007,R002,22,450,0.05,9405.0,4840,4565.0,Credit Card,Completed,Partner
ORD-10778,20230717,C042,P026,R004,15,599,0,8985,2250,6735,ACH,Cancelled,Online
ORD-11263,20230717,C029,P023,R004,17,699,0,11883,3400,8483,Credit Card,Completed,Partner
ORD-10859,20230718,C022,P008,R001,2,2200,0.1,3960.0,1600,2360.0,Purchase Order,Completed,Partner
ORD-11369,20230718,C052,P021,R001,9,349,0.1,2826.9,720,2106.9,Purchase Order,Completed,Online
ORD-10277,20230719,C018,P010,R002,5,1850,0.08,8510.0,5500,3010.0,Credit Card,Completed,Online
ORD-10314,20230719,C051,P007,R004,8,450,0.15,3060.0,1760,1300.0,Wire Transfer,Completed,Online
ORD-11162,20230719,C010,P011,R002,77,149,0.1,10325.7,2310,8015.7,ACH,Shipped,Online
ORD-11237,20230719,C002,P020,R002,1,5800,0.15,4930.0,3500,1430.0,ACH,Completed,Online
ORD-11373,20230719,C019,P015,R004,23,199,0.05,4348.15,1380,2968.15,Purchase Order,Completed,Partner
ORD-10253,20230720,C047,P018,R003,8,1800,0,14400,4800,9600,ACH,Returned,Marketplace
ORD-10546,20230720,C029,P006,R004,2,5500,0.05,10450.0,4800,5650.0,ACH,Completed,Marketplace
ORD-10957,20230720,C016,P004,R003,20,499,0.1,8982.0,2400,6582.0,Wire Transfer,Completed,Partner
ORD-11312,20230720,C023,P024,R004,4,6200,0,24800,11200,13600,Check,Shipped,Partner
ORD-11400,20230720,C008,P019,R003,8,1200,0,9600,4000,5600,Check,Completed,Online
ORD-10389,20230724,C050,P004,R003,18,499,0,8982,2160,6822,Wire Transfer,Completed,Marketplace
ORD-10712,20230724,C030,P027,R002,8,4500,0,36000,16000,20000,ACH,Completed,Partner
ORD-10906,20230724,C045,P008,R002,5,2200,0,11000,4000,7000,Credit Card,Completed,Direct Sales
ORD-11441,20230724,C019,P009,R004,3,3800,0,11400,4500,6900,Wire Transfer,Completed,Direct Sales
ORD-10450,20230725,C021,P028,R002,24,850,0,20400,9600,10800,Wire Transfer,Completed,Online
ORD-10921,20230725,C026,P013,R001,1,7500,0.12,6600.0,3200,3400.0,Credit Card,Completed,Marketplace
ORD-11225,20230725,C018,P024,R002,2,6200,0.12,10912.0,5600,5312.0,Purchase Order,Completed,Direct Sales
ORD-10043,20230726,C027,P028,R002,22,850,0,18700,8800,9900,Wire Transfer,Completed,Marketplace
ORD-10759,20230726,C056,P029,R001,5,1500,0,7500,2500,5000,Purchase Order,Completed,Marketplace
ORD-10900,20230726,C001,P005,R002,5,3200,0.05,15200.0,9000,6200.0,Purchase Order,Completed,Marketplace
ORD-10503,20230727,C004,P022,R003,1,2800,0,2800,1500,1300,Check,Completed,Direct Sales
ORD-10611,20230727,C056,P006,R001,3,5500,0,16500,7200,9300,ACH,Completed,Partner
ORD-10131,20230731,C054,P014,R001,2,1650,0,3300,1900,1400,Purchase Order,Shipped,Marketplace
ORD-11127,20230731,C031,P010,R001,6,1850,0,11100,6600,4500,Check,Returned,Online
ORD-10369,20230801,C006,P023,R003,9,699,0,6291,1800,4491,Purchase Order,Completed,Online
ORD-10950,20230801,C016,P005,R003,5,3200,0.1,14400.0,9000,5400.0,Purchase Order,Completed,Partner
ORD-11265,20230801,C025,P014,R001,3,1650,0,4950,2850,2100,Wire Transfer,Completed,Online
ORD-11417,20230801,C032,P028,R004,12,850,0,10200,4800,5400,Purchase Order,Completed,Partner
ORD-10481,20230802,C054,P027,R001,1,4500,0,4500,2000,2500,Credit Card,Completed,Online
ORD-10836,20230802,C044,P028,R002,17,850,0.1,13005.0,6800,6205.0,Credit Card,Completed,Marketplace
ORD-11142,20230802,C021,P008,R002,1,2200,0.1,1980.0,800,1180.0,Check,Completed,Partner
ORD-10419,20230803,C010,P019,R002,2,1200,0,2400,1000,1400,ACH,Completed,Partner
ORD-10449,20230804,C009,P007,R002,12,450,0,5400,2640,2760,ACH,Shipped,Marketplace
ORD-10865,20230804,C056,P007,R001,18,450,0.1,7290.0,3960,3330.0,Wire Transfer,Completed,Marketplace
ORD-10992,20230804,C036,P028,R002,23,850,0.12,17204.0,9200,8004.0,Purchase Order,Completed,Direct Sales
ORD-11319,20230808,C047,P017,R003,3,2400,0,7200,3600,3600,Check,Completed,Partner
ORD-11396,20230808,C037,P021,R003,17,349,0,5933,1360,4573,Wire Transfer,Completed,Partner
ORD-10272,20230809,C025,P023,R001,22,699,0,15378,4400,10978,Purchase Order,Completed,Direct Sales
ORD-10512,20230809,C060,P011,R004,81,149,0,12069,2430,9639,ACH,Completed,Direct Sales
ORD-11404,20230810,C055,P004,R002,11,499,0.08,5049.88,1320,3729.88,Credit Card,Completed,Partner
ORD-10623,20230811,C020,P001,R001,1,6800,0.05,6460.0,4200,2260.0,Credit Card,Completed,Online
ORD-10691,20230814,C002,P012,R002,6,1200,0.05,6840.0,2400,4440.0,Check,Completed,Marketplace
ORD-10846,20230814,C051,P026,R004,22,599,0.1,11860.2,3300,8560.2,Credit Card,Completed,Online
ORD-11148,20230814,C060,P027,R004,6,4500,0,27000,12000,15000,ACH,Completed,Partner
ORD-10205,20230815,C027,P021,R002,17,349,0,5933,1360,4573,Credit Card,Completed,Direct Sales
ORD-10368,20230815,C052,P022,R001,5,2800,0.1,12600.0,7500,5100.0,Wire Transfer,Completed,Partner
ORD-11376,20230815,C002,P005,R002,6,3200,0,19200,10800,8400,Wire Transfer,Completed,Direct Sales
ORD-11170,20230816,C039,P019,R003,5,1200,0.05,5700.0,2500,3200.0,Credit Card,Completed,Online
ORD-11434,20230816,C028,P008,R001,2,2200,0.12,3872.0,1600,2272.0,Credit Card,Completed,Online
ORD-10179,20230817,C032,P017,R004,8,2400,0.08,17664.0,9600,8064.0,Check,Completed,Direct Sales
ORD-10028,20230818,C022,P014,R001,8,1650,0,13200,7600,5600,Purchase Order,Completed,Online
ORD-10557,20230818,C009,P021,R002,18,349,0,6282,1440,4842,ACH,Completed,Direct Sales
ORD-10969,20230818,C045,P009,R002,2,3800,0,7600,3000,4600,Purchase Order,Completed,Partner
ORD-11415,20230818,C045,P014,R002,6,1650,0.1,8910.0,5700,3210.0,ACH,Completed,Direct Sales
ORD-10718,20230822,C056,P005,R001,3,3200,0.1,8640.0,5400,3240.0,Wire Transfer,Completed,Direct Sales
ORD-10901,20230822,C007,P007,R002,6,450,0.05,2565.0,1320,1245.0,Credit Card,Completed,Partner
ORD-11004,20230822,C025,P025,R001,7,1800,0.05,11970.0,6300,5670.0,Credit Card,Completed,Online
ORD-11065,20230822,C010,P017,R002,3,2400,0,7200,3600,3600,Purchase Order,Completed,Partner
ORD-11351,20230822,C057,P006,R001,4,5500,0.1,19800.0,9600,10200.0,ACH,Completed,Direct Sales
ORD-11424,20230822,C035,P014,R003,7,1650,0,11550,6650,4900,Purchase Order,Completed,Partner
ORD-10347,20230823,C032,P012,R004,5,1200,0,6000,2000,4000,Check,Completed,Partner
ORD-11283,20230823,C026,P015,R001,15,199,0.05,2835.75,900,1935.75,Purchase Order,Cancelled,Direct Sales
ORD-10333,20230824,C029,P012,R004,4,1200,0.1,4320.0,1600,2720.0,Credit Card,Shipped,Online
ORD-10327,20230825,C004,P013,R003,3,7500,0.12,19800.0,9600,10200.0,Credit Card,Completed,Direct Sales
ORD-10742,20230825,C037,P020,R003,4,5800,0,23200,14000,9200,ACH,Completed,Partner
ORD-11338,20230825,C029,P025,R004,7,1800,0.05,11970.0,6300,5670.0,Purchase Order,Completed,Direct Sales
ORD-10475,20230828,C008,P005,R003,1,3200,0.15,2720.0,1800,920.0,Credit Card,Completed,Marketplace
ORD-10871,20230828,C040,P030,R003,2,8000,0.1,14400.0,7000,7400.0,ACH,Completed,Marketplace
ORD-11491,20230828,C012,P011,R001,63,149,0,9387,1890,7497,Wire Transfer,Completed,Online
ORD-10795,20230829,C030,P013,R002,4,7500,0.05,28500.0,12800,15700.0,Purchase Order,Completed,Partner
ORD-11190,20230829,C047,P006,R003,1,5500,0.08,5060.0,2400,2660.0,ACH,Completed,Direct Sales
ORD-10106,20230830,C005,P017,R002,2,2400,0.1,4320.0,2400,1920.0,ACH,Completed,Partner
ORD-10452,20230830,C037,P025,R003,3,1800,0,5400,2700,2700,Wire Transfer,Completed,Online
ORD-10996,20230830,C048,P017,R002,5,2400,0.1,10800.0,6000,4800.0,ACH,Completed,Marketplace
ORD-11226,20230830,C053,P016,R004,1,2000,0,2000,800,1200,Wire Transfer,Completed,Online
ORD-10581,20230831,C044,P002,R002,13,299,0.05,3692.65,650,3042.65,Wire Transfer,Returned,Direct Sales
ORD-11083,20230831,C004,P020,R003,3,5800,0,17400,10500,6900,Wire Transfer,Completed,Direct Sales
ORD-10978,20230901,C037,P004,R003,2,499,0.1,898.2,240,658.2,ACH,Completed,Marketplace
ORD-11462,20230904,C039,P011,R003,80,149,0,11920,2400,9520,Credit Card,Completed,Direct Sales
ORD-10905,20230905,C046,P010,R003,1,1850,0.1,1665.0,1100,565.0,Wire Transfer,Completed,Partner
ORD-11268,20230905,C042,P024,R004,4,6200,0.1,22320.0,11200,11120.0,Wire Transfer,Completed,Partner
ORD-10384,20230906,C012,P008,R001,6,2200,0.1,11880.0,4800,7080.0,Check,Shipped,Direct Sales
ORD-10669,20230906,C032,P027,R004,2,4500,0.1,8100.0,4000,4100.0,Check,Completed,Partner
ORD-10579,20230908,C041,P016,R004,8,2000,0,16000,6400,9600,Credit Card,Completed,Marketplace
ORD-11107,20230908,C005,P019,R002,3,1200,0,3600,1500,2100,Credit Card,Completed,Online
ORD-11174,20230908,C027,P008,R002,3,2200,0.05,6270.0,2400,3870.0,Purchase Order,Completed,Marketplace
ORD-11346,20230911,C017,P001,R004,1,6800,0.1,6120.0,4200,1920.0,Purchase Order,Cancelled,Direct Sales
ORD-11350,20230911,C013,P019,R001,8,1200,0.1,8640.0,4000,4640.0,Credit Card,Completed,Direct Sales
ORD-10451,20230912,C021,P021,R002,3,349,0,1047,240,807,Purchase Order,Completed,Partner
ORD-11165,20230912,C003,P027,R002,8,4500,0,36000,16000,20000,Credit Card,Completed,Marketplace
ORD-10725,20230913,C011,P022,R004,5,2800,0.05,13300.0,7500,5800.0,ACH,Completed,Online
ORD-11137,20230913,C013,P001,R001,2,6800,0,13600,8400,5200,Wire Transfer,Completed,Online
ORD-10864,20230914,C019,P003,R004,2,1150,0,2300,1360,940,Check,Completed,Direct Sales
ORD-10122,20230915,C014,P011,R001,67,149,0,9983,2010,7973,Credit Card,Returned,Direct Sales
ORD-10558,20230915,C034,P013,R002,1,7500,0.1,6750.0,3200,3550.0,Check,Cancelled,Direct Sales
ORD-10948,20230915,C057,P001,R001,2,6800,0.05,12920.0,8400,4520.0,Purchase Order,Completed,Marketplace
ORD-11456,20230915,C052,P011,R001,59,149,0.05,8351.45,1770,6581.45,Check,Completed,Direct Sales
ORD-10533,20230918,C043,P026,R002,20,599,0,11980,3000,8980,ACH,Completed,Online
ORD-11275,20230918,C056,P020,R001,2,5800,0,11600,7000,4600,ACH,Completed,Direct Sales
ORD-11363,20230918,C044,P014,R002,3,1650,0.05,4702.5,2850,1852.5,ACH,Completed,Direct Sales
ORD-11311,20230919,C035,P026,R003,10,599,0,5990,1500,4490,Purchase Order,Completed,Online
ORD-11175,20230920,C045,P019,R002,2,1200,0,2400,1000,1400,Wire Transfer,Completed,Partner
ORD-10239,20230921,C049,P018,R001,8,1800,0,14400,4800,9600,Credit Card,Completed,Partner
ORD-11339,20230921,C001,P006,R002,2,5500,0.1,9900.0,4800,5100.0,Wire Transfer,Completed,Partner
ORD-10723,20230922,C010,P002,R002,22,299,0,6578,1100,5478,Wire Transfer,Completed,Direct Sales
ORD-10376,20230926,C018,P009,R002,8,3800,0,30400,12000,18400,Wire Transfer,Completed,Online
ORD-10410,20230926,C029,P002,R004,10,299,0,2990,500,2490,Purchase Order,Completed,Partner
ORD-11016,20230926,C014,P006,R001,1,5500,0.1,4950.0,2400,2550.0,ACH,Completed,Online
ORD-10630,20230927,C021,P001,R002,2,6800,0,13600,8400,5200,ACH,Completed,Marketplace
ORD-10231,20230928,C060,P029,R004,2,1500,0,3000,1000,2000,Purchase Order,Completed,Marketplace
ORD-10569,20230928,C001,P023,R002,25,699,0.15,14853.75,5000,9853.75,Wire Transfer,Completed,Direct Sales
ORD-11337,20230929,C048,P027,R002,7,4500,0.1,28350.0,14000,14350.0,ACH,Completed,Marketplace
ORD-11020,20231002,C008,P027,R003,1,4500,0.12,3960.0,2000,1960.0,Credit Card,Completed,Direct Sales
ORD-10009,20231003,C014,P024,R001,4,6200,0,24800,11200,13600,ACH,Returned,Online
ORD-11030,20231003,C031,P012,R001,8,1200,0,9600,3200,6400,ACH,Completed,Marketplace
ORD-11189,20231003,C044,P022,R002,2,2800,0.05,5320.0,3000,2320.0,Wire Transfer,Completed,Partner
ORD-10428,20231004,C057,P027,R001,4,4500,0,18000,8000,10000,Credit Card,Completed,Direct Sales
ORD-10644,20231004,C002,P023,R002,14,699,0.05,9296.7,2800,6496.7,Credit Card,Completed,Direct Sales
ORD-10704,20231004,C015,P002,R001,15,299,0.15,3812.25,750,3062.25,Wire Transfer,Shipped,Marketplace
ORD-11102,20231004,C029,P001,R004,2,6800,0.1,12240.0,8400,3840.0,Wire Transfer,Completed,Online
ORD-11123,20231004,C007,P004,R002,2,499,0.05,948.1,240,708.1,Wire Transfer,Completed,Partner
ORD-11206,20231004,C004,P021,R003,6,349,0,2094,480,1614,Credit Card,Completed,Online
ORD-11447,20231004,C039,P001,R003,1,6800,0.05,6460.0,4200,2260.0,ACH,Completed,Direct Sales
ORD-11451,20231004,C017,P006,R004,2,5500,0.1,9900.0,4800,5100.0,Check,Cancelled,Direct Sales
ORD-10880,20231006,C038,P017,R004,4,2400,0,9600,4800,4800,Credit Card,Completed,Online
ORD-11180,20231006,C026,P002,R001,2,299,0.05,568.1,100,468.1,Wire Transfer,Completed,Direct Sales
ORD-11242,20231006,C046,P005,R003,1,3200,0,3200,1800,1400,Purchase Order,Completed,Direct Sales
ORD-10358,20231009,C047,P029,R003,4,1500,0,6000,2000,4000,Wire Transfer,Cancelled,Direct Sales
ORD-10604,20231009,C010,P026,R002,25,599,0,14975,3750,11225,Purchase Order,Completed,Direct Sales
ORD-11264,20231009,C048,P021,R002,2,349,0.05,663.1,160,503.1,ACH,Completed,Partner
ORD-10757,20231011,C046,P025,R003,2,1800,0,3600,1800,1800,ACH,Completed,Partner
ORD-11228,20231011,C032,P006,R004,1,5500,0.08,5060.0,2400,2660.0,ACH,Completed,Direct Sales
ORD-10609,20231012,C037,P019,R003,3,1200,0,3600,1500,2100,Check,Completed,Online
ORD-10947,20231013,C027,P013,R002,3,7500,0.05,21375.0,9600,11775.0,ACH,Completed,Partner
ORD-10416,20231017,C053,P021,R004,6,349,0.05,1989.3,480,1509.3,Check,Completed,Partner
ORD-11043,20231017,C029,P014,R004,1,1650,0,1650,950,700,Purchase Order,Completed,Online
ORD-11209,20231017,C018,P028,R002,17,850,0,14450,6800,7650,Check,Completed,Direct Sales
ORD-10325,20231018,C045,P030,R002,2,8000,0.1,14400.0,7000,7400.0,Check,Completed,Marketplace
ORD-10844,20231018,C022,P005,R001,1,3200,0.1,2880.0,1800,1080.0,ACH,Completed,Direct Sales
ORD-11284,20231019,C005,P021,R002,25,349,0.05,8288.75,2000,6288.75,Credit Card,Completed,Online
ORD-11201,20231020,C042,P002,R004,9,299,0.1,2421.9,450,1971.9,ACH,Returned,Online
ORD-11207,20231020,C016,P017,R003,2,2400,0.1,4320.0,2400,1920.0,Purchase Order,Completed,Partner
ORD-11041,20231023,C059,P012,R004,3,1200,0.1,3240.0,1200,2040.0,Check,Completed,Partner
ORD-11169,20231024,C009,P028,R002,8,850,0,6800,3200,3600,Purchase Order,Completed,Online
ORD-10467,20231025,C045,P030,R002,4,8000,0,32000,14000,18000,Credit Card,Completed,Online
ORD-11442,20231025,C026,P004,R001,17,499,0.15,7210.55,2040,5170.55,Wire Transfer,Completed,Online
ORD-11477,20231026,C053,P019,R004,6,1200,0,7200,3000,4200,Purchase Order,Completed,Partner
ORD-10750,20231027,C021,P007,R002,8,450,0,3600,1760,1840,Check,Completed,Partner
ORD-10556,20231030,C038,P006,R004,4,5500,0,22000,9600,12400,Credit Card,Completed,Online
ORD-10415,20231031,C052,P007,R001,6,450,0,2700,1320,1380,Purchase Order,Completed,Online
ORD-10775,20231031,C043,P006,R002,4,5500,0,22000,9600,12400,Credit Card,Completed,Partner
ORD-11233,20231031,C034,P026,R002,2,599,0,1198,300,898,ACH,Completed,Marketplace
ORD-11411,20231031,C056,P001,R001,4,6800,0,27200,16800,10400,Check,Completed,Direct Sales
ORD-10984,20231101,C046,P013,R003,4,7500,0.1,27000.0,12800,14200.0,ACH,Completed,Direct Sales
ORD-11476,20231101,C001,P022,R002,4,2800,0.08,10304.0,6000,4304.0,Purchase Order,Completed,Direct Sales
ORD-10827,20231102,C049,P002,R001,20,299,0,5980,1000,4980,Check,Completed,Direct Sales
ORD-11133,20231102,C016,P016,R003,6,2000,0.1,10800.0,4800,6000.0,Credit Card,Completed,Partner
ORD-10299,20231103,C014,P009,R001,2,3800,0.05,7220.0,3000,4220.0,Wire Transfer,Completed,Online
ORD-10433,20231103,C055,P008,R002,4,2200,0.12,7744.0,3200,4544.0,Credit Card,Completed,Online
ORD-10663,20231103,C025,P025,R001,5,1800,0.05,8550.0,4500,4050.0,Purchase Order,Completed,Direct Sales
ORD-10914,20231103,C059,P017,R004,8,2400,0,19200,9600,9600,ACH,Completed,Online
ORD-10097,20231106,C049,P017,R001,2,2400,0,4800,2400,2400,Purchase Order,Completed,Online
ORD-10981,20231106,C053,P010,R004,4,1850,0,7400,4400,3000,Credit Card,Completed,Direct Sales
ORD-11420,20231107,C023,P007,R004,8,450,0.12,3168.0,1760,1408.0,ACH,Cancelled,Direct Sales
ORD-10234,20231108,C049,P028,R001,3,850,0,2550,1200,1350,ACH,Returned,Direct Sales
ORD-10769,20231108,C053,P005,R004,1,3200,0,3200,1800,1400,Credit Card,Completed,Direct Sales
ORD-11177,20231108,C059,P016,R004,7,2000,0.05,13300.0,5600,7700.0,Wire Transfer,Returned,Direct Sales
ORD-10311,20231109,C028,P004,R001,25,499,0.15,10603.75,3000,7603.75,Credit Card,Completed,Marketplace
ORD-10387,20231110,C002,P017,R002,8,2400,0,19200,9600,9600,Check,Shipped,Direct Sales
ORD-10249,20231114,C048,P005,R002,1,3200,0.05,3040.0,1800,1240.0,ACH,Cancelled,Online
ORD-10538,20231114,C046,P024,R003,4,6200,0,24800,11200,13600,Check,Completed,Partner
ORD-11104,20231114,C015,P016,R001,6,2000,0,12000,4800,7200,Check,Completed,Partner
ORD-10372,20231115,C009,P007,R002,14,450,0,6300,3080,3220,Wire Transfer,Completed,Direct Sales
ORD-10489,20231115,C001,P011,R002,50,149,0.15,6332.5,1500,4832.5,Check,Completed,Direct Sales
ORD-10705,20231115,C048,P022,R002,4,2800,0.05,10640.0,6000,4640.0,Wire Transfer,Completed,Marketplace
ORD-11253,20231115,C007,P013,R002,1,7500,0.05,7125.0,3200,3925.0,Purchase Order,Completed,Partner
ORD-11289,20231115,C025,P004,R001,5,499,0,2495,600,1895,ACH,Completed,Direct Sales
ORD-10446,20231116,C048,P028,R002,11,850,0.1,8415.0,4400,4015.0,Check,Completed,Online
ORD-10552,20231116,C034,P013,R002,3,7500,0,22500,9600,12900,Purchase Order,Completed,Partner
ORD-11405,20231116,C025,P028,R001,16,850,0.12,11968.0,6400,5568.0,Wire Transfer,Completed,Online
ORD-10890,20231117,C002,P026,R002,2,599,0,1198,300,898,Check,Completed,Online
ORD-11361,20231117,C007,P010,R002,6,1850,0,11100,6600,4500,ACH,Completed,Direct Sales
ORD-11429,20231117,C033,P010,R001,5,1850,0.12,8140.0,5500,2640.0,Check,Completed,Marketplace
ORD-11258,20231120,C045,P024,R002,1,6200,0,6200,2800,3400,Purchase Order,Completed,Direct Sales
ORD-10062,20231121,C056,P022,R001,7,2800,0.05,18620.0,10500,8120.0,Check,Completed,Direct Sales
ORD-10841,20231123,C007,P008,R002,7,2200,0,15400,5600,9800,Purchase Order,Shipped,Direct Sales
ORD-11108,20231123,C057,P017,R001,5,2400,0,12000,6000,6000,Wire Transfer,Returned,Online
ORD-10025,20231124,C044,P027,R002,1,4500,0.05,4275.0,2000,2275.0,ACH,Completed,Partner
ORD-10056,20231127,C039,P026,R003,13,599,0,7787,1950,5837,Credit Card,Completed,Online
ORD-10847,20231127,C006,P014,R003,8,1650,0,13200,7600,5600,ACH,Completed,Online
ORD-10993,20231127,C012,P002,R001,17,299,0,5083,850,4233,Credit Card,Completed,Online
ORD-10702,20231128,C044,P001,R002,3,6800,0,20400,12600,7800,Purchase Order,Completed,Partner
ORD-11324,20231128,C015,P011,R001,59,149,0.08,8087.72,1770,6317.72,Wire Transfer,Completed,Online
ORD-11192,20231129,C014,P004,R001,13,499,0,6487,1560,4927,Credit Card,Completed,Online
ORD-10074,20231130,C022,P025,R001,3,1800,0.05,5130.0,2700,2430.0,Wire Transfer,Completed,Marketplace
ORD-10382,20231130,C011,P004,R004,9,499,0.1,4041.9,1080,2961.9,Credit Card,Completed,Partner
ORD-10568,20231130,C059,P028,R004,4,850,0,3400,1600,1800,ACH,Completed,Online
ORD-10681,20231201,C013,P022,R001,6,2800,0,16800,9000,7800,Wire Transfer,Completed,Direct Sales
ORD-10070,20231205,C055,P012,R002,2,1200,0.12,2112.0,800,1312.0,Check,Completed,Marketplace
ORD-10834,20231205,C013,P004,R001,18,499,0,8982,2160,6822,ACH,Completed,Partner
ORD-10076,20231207,C038,P011,R004,7,149,0,1043,210,833,Check,Completed,Partner
ORD-10396,20231207,C023,P011,R004,26,149,0.12,3409.12,780,2629.12,Wire Transfer,Completed,Online
ORD-10744,20231207,C024,P015,R002,43,199,0,8557,2580,5977,ACH,Completed,Direct Sales
ORD-10040,20231208,C037,P013,R003,2,7500,0,15000,6400,8600,Wire Transfer,Completed,Online
ORD-10137,20231208,C027,P021,R002,21,349,0,7329,1680,5649,Wire Transfer,Completed,Marketplace
ORD-10345,20231208,C004,P008,R003,2,2200,0.08,4048.0,1600,2448.0,Wire Transfer,Completed,Online
ORD-10649,20231208,C021,P024,R002,1,6200,0.1,5580.0,2800,2780.0,ACH,Completed,Direct Sales
ORD-11188,20231208,C013,P003,R001,1,1150,0,1150,680,470,Wire Transfer,Returned,Direct Sales
ORD-10033,20231211,C046,P006,R003,3,5500,0.05,15675.0,7200,8475.0,Wire Transfer,Completed,Direct Sales
ORD-10246,20231211,C036,P011,R002,41,149,0.08,5620.28,1230,4390.28,Purchase Order,Completed,Direct Sales
ORD-10338,20231211,C032,P013,R004,1,7500,0,7500,3200,4300,Purchase Order,Completed,Direct Sales
ORD-10964,20231211,C017,P018,R004,7,1800,0,12600,4200,8400,Check,Shipped,Online
ORD-10440,20231212,C058,P002,R001,21,299,0,6279,1050,5229,Check,Completed,Partner
ORD-10517,20231212,C058,P021,R001,21,349,0.05,6962.55,1680,5282.55,Credit Card,Cancelled,Online
ORD-11481,20231212,C002,P029,R002,8,1500,0,12000,4000,8000,Check,Completed,Online
ORD-10004,20231213,C047,P014,R003,8,1650,0.1,11880.0,7600,4280.0,Credit Card,Completed,Online
ORD-11432,20231213,C036,P013,R002,2,7500,0.1,13500.0,6400,7100.0,Purchase Order,Completed,Partner
ORD-10203,20231214,C004,P022,R003,4,2800,0.12,9856.0,6000,3856.0,Credit Card,Completed,Online
ORD-10241,20231214,C017,P007,R004,12,450,0.1,4860.0,2640,2220.0,Wire Transfer,Shipped,Partner
ORD-10678,20231214,C005,P009,R002,7,3800,0.05,25270.0,10500,14770.0,ACH,Completed,Online
ORD-11475,20231214,C043,P021,R002,25,349,0,8725,2000,6725,Wire Transfer,Completed,Online
ORD-11208,20231218,C028,P006,R001,2,5500,0.05,10450.0,4800,5650.0,Check,Completed,Marketplace
ORD-10197,20231220,C018,P018,R002,5,1800,0,9000,3000,6000,Check,Completed,Partner
ORD-11172,20231220,C034,P011,R002,77,149,0,11473,2310,9163,Purchase Order,Completed,Direct Sales
ORD-10115,20231221,C046,P015,R003,61,199,0.05,11532.05,3660,7872.05,ACH,Completed,Direct Sales
ORD-10336,20231222,C036,P020,R002,3,5800,0.15,14790.0,10500,4290.0,Wire Transfer,Completed,Online
ORD-10635,20231222,C025,P025,R001,8,1800,0,14400,7200,7200,Wire Transfer,Completed,Partner
ORD-10641,20231222,C011,P016,R004,2,2000,0.1,3600.0,1600,2000.0,ACH,Completed,Marketplace
ORD-11238,20231222,C024,P015,R002,84,199,0.12,14710.08,5040,9670.08,Purchase Order,Completed,Online
ORD-11343,20231222,C053,P007,R004,19,450,0,8550,4180,4370,Wire Transfer,Completed,Online
ORD-11486,20231222,C008,P008,R003,2,2200,0,4400,1600,2800,Wire Transfer,Completed,Direct Sales
ORD-10129,20231226,C004,P021,R003,17,349,0.15,5043.05,1360,3683.05,Check,Completed,Direct Sales
ORD-10286,20231228,C043,P005,R002,7,3200,0,22400,12600,9800,Wire Transfer,Completed,Online
ORD-10146,20231229,C003,P025,R002,4,1800,0,7200,3600,3600,Check,Completed,Direct Sales
ORD-10720,20231229,C001,P015,R002,68,199,0.15,11502.2,4080,7422.2,Purchase Order,Completed,Direct Sales
ORD-10909,20231229,C003,P003,R002,5,1150,0.1,5175.0,3400,1775.0,Wire Transfer,Completed,Partner
ORD-11455,20231229,C038,P014,R004,5,1650,0.05,7837.5,4750,3087.5,ACH,Completed,Direct Sales
ORD-10966,20240102,C020,P003,R001,4,1150,0,4600,2720,1880,Credit Card,Completed,Direct Sales
ORD-11217,20240102,C050,P030,R003,3,8000,0.05,22800.0,10500,12300.0,Purchase Order,Completed,Direct Sales
ORD-10608,20240104,C023,P001,R004,4,6800,0,27200,16800,10400,Check,Completed,Marketplace
ORD-10790,20240104,C001,P024,R002,1,6200,0.1,5580.0,2800,2780.0,Credit Card,Shipped,Partner
ORD-11496,20240104,C043,P016,R002,5,2000,0,10000,4000,6000,Purchase Order,Completed,Direct Sales
ORD-10589,20240105,C005,P013,R002,2,7500,0.05,14250.0,6400,7850.0,Check,Completed,Direct Sales
ORD-10895,20240108,C011,P019,R004,1,1200,0,1200,500,700,Check,Completed,Online
ORD-11470,20240108,C057,P026,R001,3,599,0,1797,450,1347,Wire Transfer,Cancelled,Direct Sales
ORD-10370,20240109,C053,P006,R004,1,5500,0,5500,2400,3100,Purchase Order,Completed,Online
ORD-10870,20240109,C015,P016,R001,6,2000,0.05,11400.0,4800,6600.0,Wire Transfer,Completed,Direct Sales
ORD-10974,20240109,C012,P022,R001,6,2800,0,16800,9000,7800,Credit Card,Completed,Direct Sales
ORD-10247,20240110,C024,P017,R002,8,2400,0.08,17664.0,9600,8064.0,Wire Transfer,Completed,Partner
ORD-10341,20240111,C014,P002,R001,3,299,0,897,150,747,ACH,Completed,Partner
ORD-10063,20240115,C035,P004,R003,16,499,0,7984,1920,6064,Check,Completed,Partner
ORD-10470,20240115,C030,P002,R002,5,299,0.15,1270.75,250,1020.75,Credit Card,Completed,Partner
